the_geom,OBJECTID,X,Y,PLACEID,YEARPLACEID,CITY,STATE,CITYSTATE,YEAR,ASOFDATE,DOCKID,STATIONCT_BIN,DOCKNM,DOCKLESSCT,DOCKLESS_BIN,DOCKLESSNM,SCOOTERCT,SCOOTER_BIN,SCOOTERNM,TYPE,LAT,LON,GEOID,NOTESDOCK,NOTESDOCKLESS,NOTESSCOOTER,DATEDOCKEDLAUNCH,DATEDOCKEDEND,DATESCOOTERLAUNCH,DATESCOOTEREND,DATEDOCKLESSLAUNCH,DATEDOCKLESSEND,DOCKCT,DOCKCT_JUL,STATIONCT_PCT,DOCKNM_JUL,DOCKNM_CAMPUSONLY,DOCKLESSCT_JUL,DOCKLESSNM_JUL,DOCKLESSNM_CAMPUSONLY,SCOOTERCT_JUL,SCOOTERNM_JUL,SCOOTERNM_CAMPUSONLY
POINT (-96.707770000422 40.808799999897),577,-96.70777,40.8088,NE00145,2021NE00145,Lincoln,NE,"Lincoln, NE",2021,202112,120,4,BikeLNK,0,0,,2,2,"Lime, Bird",Docked and e-scooters,40.8088,-96.70777,31109,,,"16 month pilot then official program began Oct-2022 (Lime), 16 month pilot then official program began Oct-2022 (Bird)",Apr-18 (BikeLNK),,"Sep-20 (Lime), Sep-20 (Bird)",,,,21,21,0.28180354,BikeLNK,,0,,,2,"Lime, Bird",
POINT (-88.239709999586 40.126099999695),1142,-88.23971,40.1261,IL00245,2023IL00245,Champaign-Urbana,IL,"Champaign-Urbana, IL",2023,202312,,0,,1,1,Veoride,0,0,,Dockless only,40.1261,-88.23971,17019,,Additionally piloted on University of Illinois campus May to Aug 2023 (Veoride),,,,,,Sep-18 (Veoride),,0,0,,,,1,Veoride,,0,,
POINT (-77.434200000139 37.538499999851),607,-77.4342,37.5385,VA00220,2021VA00220,Richmond,VA,"Richmond, VA",2021,202112,136,4,RVA Bike Share,0,0,,4,4,"Bird, Bolt, Helbiz, Lime",Docked and e-scooters,37.5385,-77.4342,51760,,,,Aug-17 (RVA Bike Share),May-23 (RVA Bike Share),"Oct-19 (Bird), Jun-19 (Bolt), Feb-21 (Helbiz), Mar-21 (Lime)","Sep-21 (Bolt), Jan-22 (Helbiz)",,,17,17,0.22812668,RVA Bike Share,,0,,,4,"Bird, Bolt, Helbiz, Lime",
POINT (-79.990079999881 40.441600000216),245,-79.99008,40.4416,PA00182,2017PA00182,Pittsburgh,PA,"Pittsburgh, PA",2017,201712,29,4,Healthy Ride (became POGOH in 2022),0,0,,0,0,,Docked only,40.4416,-79.99008,42003,,,,May-01 (Healthy Ride (became POGOH in 2022)),,,,,,50,50,0.81539465,Healthy Ride (became POGOH in 2022),,0,,,0,,
POINT (-83.731220000004 42.268100000152),1445,-83.73122,42.2681,MI00125,2022MI00125,Ann Arbor,MI,"Ann Arbor, MI",2022,202212,,0,,0,0,,1,1,Spin,E-scooters only,42.2681,-83.73122,26161,,,,,,May-19 (Spin),,,,0,0,,,,0,,,1,Spin,
POINT (-105.270539999704 40.014900000042),556,-105.27054,40.0149,CO0040,2021CO0040,Boulder,CO,"Boulder, CO",2021,202112,11,4,Boulder B-cycle,0,0,,1,1,Lime,Docked and e-scooters,40.0149,-105.27054,08013,,,,May-11 (Boulder B-cycle),,Aug-21 (Lime),,,,51,51,0.68438003,Boulder B-cycle,,0,,,1,Lime,
POINT (-111.849160000401 40.387999999703),1273,-111.84916,40.388,UT00213,2020UT00213,Lehi,UT,"Lehi, UT",2020,202012,,0,,0,0,,1,1,Lime,E-scooters only,40.388,-111.84916,49049,,,,,,Jun-20 (Lime),Jan-22 (Lime),,,0,0,,,,0,,,1,Lime,
POINT (-90.070110000053 29.949899999756),769,-90.07011,29.9499,LA0094,2020LA0094,New Orleans,LA,"New Orleans, LA",2020,202012,109,4,New Orleans Bikeshare,0,0,,0,0,,Docked only,29.9499,-90.07011,22071,Dock count is from previous year,,,Dec-17 (New Orleans Bikeshare),Mar-20 (New Orleans Bikeshare),,,,,93,0,1.46203427,,,0,,,0,,
POINT (-115.148509999963 36.167200000051),439,-115.14851,36.1672,NV00154,2019NV00154,Las Vegas,NV,"Las Vegas, NV",2019,201912,78,4,RTC Bikeshare,0,0,,0,0,,Docked only,36.1672,-115.14851,32003,,,,Oct-16 (RTC Bikeshare),,,,,,21,21,0.30800821,RTC Bikeshare,,0,,,0,,
POINT (-77.096529999745 39.065400000273),1015,-77.09653,39.0654,MD00120,2020MD00120,Montgomery County,MD,"Montgomery County, MD",2020,202012,,0,,1,1,Lime,4,4,"Bird, Lime, Lyft, Spin",Dockless and e-scooters,39.0654,-77.09653,24031,,,,,,"Jun-19 (Bird), Jun-19 (Lime), Jun-19 (Lyft), Jul-20 (Spin)","Jan-22 (Bird), Jan-22 (Lyft), Jan-22 (Spin)",Jun-19 (Lime),,0,0,,,,1,Lime,,4,"Bird, Lime, Lyft, Spin",
POINT (-87.71713999962 41.910099999764),1502,-87.71714,41.9101,PR00260,2022PR00260,Ponce,PR,"Ponce, PR",2022,202212,,0,,0,0,,1,1,Skootel,E-scooters only,41.9101,-87.71714,17031,,,,,,Aug-21 (Skootel),,,,0,0,,,,0,,,1,Skootel,
POINT (-68.433550000215 44.541000000098),480,-68.43355,44.541,WY00231,2019WY00231,Jackson,WY,"Jackson, WY",2019,201912,115,4,START,0,0,,0,0,,Docked only,44.541,-68.43355,23009,Had not launched as of June 2023 for 2023 season (START),,,Apr-18 (START),Jan-22 (START),,,,,17,17,0.24933998,START,,0,,,0,,
POINT (-76.936909999929 38.980600000109),315,-76.93691,38.9806,MD00119,2018MD00119,College Park,MD,"College Park, MD",2018,201812,97,4,College Park,0,0,,0,0,,Docked only,38.9806,-76.93691,24033,,,,May-16 (College Park),Aug-19 (College Park),,,,,24,24,0.34081227,College Park,,0,,,0,,
POINT (-91.082609999799 30.400700000134),569,-91.08261,30.4007,LA00252,2021LA00252,Baton Rouge,LA,"Baton Rouge, LA",2021,202112,151,4,Gotcha,0,0,,0,0,,Docked only,30.4007,-91.08261,22033,,,,Jul-19 (Gotcha),Jul-22 (Gotcha),,,,,54,54,0.72463768,Gotcha,,0,,,0,,
POINT (-96.796850000064 32.776199999695),1165,-96.79685,32.7762,TX00196,2023TX00196,Dallas,TX,"Dallas, TX",2023,202312,,0,,1,1,Lime,3,3,"Lime, Bird, LINK",Dockless and e-scooters,32.7762,-96.79685,48113,,,,,,"May-23 (Lime), May-23 (Bird), May-23 (LINK)",,May-23 (Lime),,0,0,,,,1,Lime,,3,"Lime, Bird, LINK",
POINT (-80.722430000039 35.115900000325),1478,-80.72243,35.1159,NC001411,2022NC001411,Matthews,NC,"Matthews, NC",2022,202212,,0,,0,0,,2,2,"Bird, Bird",E-scooters only,35.1159,-80.72243,37119,,,"1-year pilot (Bird), 1-year pilot (Bird)",,,"Jul-22 (Bird), Jul-22 (Bird)","Jan-23 (Bird), Jan-23 (Bird)",,,0,0,,,,0,,,2,"Bird, Bird",
POINT (-73.828309999749 40.713500000242),1537,-73.82831,40.7135,NY00162,2022NY00162,Queens,NY,"Queens, NY",2022,202212,,0,,0,0,,0,0,,E-scooter only (campus),40.7135,-73.82831,36081,,,Acquired by Helbiz Nov-2022. St. Johns University campus (Wheels (acquired by Helbiz 11/2022)).,,,Sep-21 (Wheels (acquired by Helbiz 11/2022)),Nov-22 (Wheels (acquired by Helbiz 11/2022)),,,0,0,,,,0,,,0,,Wheels (acquired by Helbiz 11/2022)
POINT (-74.258900000282 40.999000000036),1636,-74.2589,40.999,WY00232,2023WY00232,Cheyenne,WY,"Cheyenne, WY",2023,202312,,0,,0,0,,1,1,Lime,E-scooters only,40.999,-74.2589,34031,,,,,,Jun-23 (Lime),,,,0,0,,,,0,,,1,Lime,
POINT (-86.118920000299 39.978800000316),104,-86.11892,39.9788,IN0082,2016IN0082,Carmel,IN,"Carmel, IN",2016,201612,64,4,Carmel Bike Share,0,0,,0,0,,Docked only,39.9788,-86.11892,18057,,,,Mar-15 (Carmel Bike Share),Jun-20 (Carmel Bike Share),,,,,12,12,0.2458009,Carmel Bike Share,,0,,,0,,
POINT (-97.33754000027 37.692200000223),1434,-97.33754,37.6922,KS0091,2022KS0091,Wichita,KS,"Wichita, KS",2022,202212,,0,,0,0,,2,2,"Bird, Veoride",E-scooters only,37.6922,-97.33754,20173,,,,,,"Oct-20 (Bird), Aug-19 (Veoride)",Jan-22 (Bird),,,0,0,,,,0,,,1,Veoride,
POINT (-80.185373218931 25.765135156049),396,-80.18537322,25.76513516,FL0055,2019FL0055,Miami,FL,"Miami, FL",2019,201912,5,4,Citi Bike Miami,0,0,,8,4,"Bird, Helbiz, Lime, Lyft, Spin, Wheels, Bolt, Baus",Docked and e-scooters,25.76513516,-80.18537322,12086,,,"System suspended 03/2020 until 09/2020 due to COVID-19 (Bird), System suspended 03/2020 until 09/2020 due to COVID-19 (Helbiz), System suspended 03/2020 until 09/2020 due to COVID-19 (Lime), System suspended 03/2020 until 09/2020 due to COVID-19 (Lyft), System suspended 03/2020 until 09/2020 due to COVID-19 (Spin), System suspended 03/2020 until 09/2020 due to COVID-19. Acquired by Helbiz Nov-2022 (Wheels), System suspended 03/2020 until 09/2020 due to COVID-19 (Bolt), System suspended 03/2020 until 09/2020 due to COVID-19 (Baus)",Mar-11 (Citi Bike Miami),,"Jun-18 (Bird), Nov-18 (Helbiz), Apr-18 (Lime), Apr-19 (Lyft), Apr-19 (Spin), Apr-19 (Wheels), Apr-19 (Bolt), Apr-19 (Baus)","Jan-22 (Bird), Jan-22 (Helbiz), Dec-20 (Lime), Jan-21 (Lyft), Dec-22 (Spin), Jan-22 (Wheels), Jan-22 (Bolt), Jan-22 (Baus)",,,153,153,2.24405984,Citi Bike Miami,,0,,,8,"Bird, Helbiz, Lime, Lyft, Spin, Wheels, Bolt, Baus",
POINT (-83.114070000391 40.099199999688),1486,-83.11407,40.0992,OH00168,2022OH00168,Dublin,OH,"Dublin, OH",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,40.0992,-83.11407,39049,,,1-year pilot (Bird),,,May-22 (Bird),May-23 (Bird),,,0,0,,,,0,,,1,Bird,
POINT (-117.104930999987 32.672340000239),909,-117.104931,32.67234,CA0022,2019CA0022,National City,CA,"National City, CA",2019,201912,,0,,1,1,LimeBike,0,0,,Dockless only,32.67234,-117.104931,06073,,,,,,,,Nov-17 (LimeBike),Jan-20 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-89.022670000381 42.682900000325),1532,-89.02267,42.6829,WI00236,2022WI00236,Janesville,WI,"Janesville, WI",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,42.6829,-89.02267,55105,,,Pilot program. Voted to return in 2023 but had not launched as of June 2023. (Bird),,,Sep-22 (Bird),Oct-22 (Bird),,,0,0,,,,0,,,1,Bird,
POINT (-80.355299999634 25.819500000002),839,-80.3553,25.8195,FL0049,2018FL0049,Doral,FL,"Doral, FL",2018,201812,,0,,1,1,Spin,0,0,,Dockless only,25.8195,-80.3553,12086,,,,,,,,Dec-17 (Spin),Jul-18 (Spin),0,0,,,,1,Spin,,0,,
POINT (-95.504680000229 30.173400000029),890,-95.50468,30.1734,TX00206,2018TX00206,The Woodlands,TX,"The Woodlands, TX",2018,201812,,0,,1,1,MoBike,0,0,,Dockless only,30.1734,-95.50468,48339,,,,,,,,Jan-18 (MoBike),Nov-18 (MoBike),0,0,,,,1,MoBike,,0,,
POINT (-89.093960000393 42.271300000143),850,-89.09396,42.2713,IL0081,2018IL0081,Rockford,IL,"Rockford, IL",2018,201812,,0,,1,1,LimeBike,0,0,,Dockless only,42.2713,-89.09396,17201,,,,,,,,Apr-18 (LimeBike),Jan-19 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-78.878390000061 42.886700000141),708,-78.87839,42.8867,NY00157,2023NY00157,Buffalo,NY,"Buffalo, NY",2023,202312,76,4,Reddy Bikes,0,0,,0,0,,Docked only,42.8867,-78.87839,36029,,,,Jul-16 (Reddy Bikes),,,,,,112,112,1.27330605,Reddy Bikes,,0,,,0,,
POINT (-93.604660000202 41.591000000064),403,-93.60466,41.591,IA0073,2019IA0073,Des Moines,IA,"Des Moines, IA",2019,201912,14,4,Des Moines B-cycle,0,0,,0,0,,Docked only,41.591,-93.60466,19153,,,,Sep-10 (Des Moines B-cycle),,,,,,22,22,0.32267527,Des Moines B-cycle,,0,,,0,,
POINT (-93.368260000413 43.647999999735),1459,-93.36826,43.648,MN00141,2022MN00141,Albert Lea,MN,"Albert Lea, MN",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,43.648,-93.36826,27047,,,,,,May-21 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-82.130580000393 33.530000000274),400,-82.13058,33.53,GA0068,2019GA0068,Evans,GA,"Evans, GA",2019,201912,45,2,Columbia County B-cycle,0,0,,0,0,,Docked only,33.53,-82.13058,13073,,,,Mar-14 (Columbia County B-cycle),Jan-20 (Columbia County B-cycle),,,,,1,1,0.01466706,Columbia County B-cycle,,0,,,0,,
POINT (-93.268820000094 44.294900000254),1454,-93.26882,44.2949,MN00135,2022MN00135,Faribault,MN,"Faribault, MN",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,44.2949,-93.26882,27131,,,,,,Sep-22 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-94.15742999997 36.06249999978),1289,-94.15743,36.0625,AR00235,2021AR00235,Fayetteville,AR,"Fayetteville, AR",2021,202112,,0,,0,0,,1,1,Spin,E-scooters only,36.0625,-94.15743,05143,,,,,,Nov-19 (Spin),,,,0,0,,,,0,,,1,Spin,
POINT (-118.491220000236 34.018999999727),386,-118.49122,34.019,CA0033,2019CA0033,Santa Monica,CA,"Santa Monica, CA",2019,201912,39,4,Breeze,2,2,"Jump, LimeBike",4,4,"Bird, Jump, Lime, Lyft",All micro,34.019,-118.49122,06037,,,,Aug-15 (Breeze),Nov-20 (Breeze),"Sep-17 (Bird), Oct-18 (Jump), Jun-18 (Lime), Sep-18 (Lyft)","Jun-21 (Bird), May-20 (Jump), Apr-20 (Lime), Jun-21 (Lyft)","Sep-18 (Jump), Apr-18 (LimeBike)","May-20 (Jump), May-20 (LimeBike)",90,90,1.3200352,Breeze,,2,"Jump, LimeBike",,4,"Bird, Jump, Lime, Lyft",
POINT (-76.936909999929 38.980600000109),1034,-76.93691,38.9806,MD00119,2020MD00119,College Park,MD,"College Park, MD",2020,202012,,0,,0,0,,0,0,,Dockless only (campus),38.9806,-76.93691,24033,,University of Maryland campus (Veoride),,,,,,Aug-19 (Veoride),,0,0,,,,0,,Veoride,0,,
POINT (-84.390259999893 33.748900000192),629,-84.39026,33.7489,GA0066,2022GA0066,Atlanta,GA,"Atlanta, GA",2022,202212,77,4,Relay Bike Share,1,1,Lime,3,3,"Bird, Lime, Spin",All micro,33.7489,-84.39026,13121,,,relaunched (Lime),Jun-16 (Relay Bike Share),Jan-23 (Relay Bike Share),"May-18 (Bird), Jul-21 (Lime), Jun-20 (Spin)","Sep-22 (Bird), Dec-22 (Spin)",Jul-21 (Lime),,114,114,1.34402264,Relay Bike Share,,1,Lime,,3,"Bird, Lime, Spin",
POINT (-70.896719999881 42.519499999999),418,-70.89672,42.5195,MA00111,2019MA00111,Salem,MA,"Salem, MA",2019,201912,108,4,Salem,0,0,,0,0,,Docked only,42.5195,-70.89672,25009,,,,May-17 (Salem),Jun-20 (Salem),,,,,17,17,0.24933998,Salem,,0,,,0,,
POINT (-87.922490000209 43.034900000042),732,-87.92249,43.0349,WI00229,2023WI00229,Milwaukee,WI,"Milwaukee, WI",2023,202312,50,4,Bublr Bikes,0,0,,3,3,"Lime, Veo, Spin",Docked and e-scooters,43.0349,-87.92249,55079,,,relaunched (Lime),Aug-14 (Bublr Bikes),,"Sep-22 (Lime), Sep-22 (Veo), Sep-22 (Spin)",,,,106,106,1.20509322,Bublr Bikes,,0,,,3,"Lime, Veo, Spin",
POINT (-77.036540000219 38.895000000175),392,-77.03654,38.895,DC0046,2019DC0046,Washington,DC,"Washington, DC",2019,201912,56,4,Capital Bikeshare,1,1,Jump (acquired by Lime 05/2020),8,4,"Bird, Bolt, Jump (acquired by Lime 05/2020), Lime, Lyft, Razor, Skip (acquired by Helbiz 12/2020), Spin",All micro,38.895,-77.03654,11001,Acquired by Lyft 07/2018 (Capital Bikeshare),,,Sep-10 (Capital Bikeshare),,"Mar-18 (Bird), Jul-19 (Bolt), Apr-19 (Jump (acquired by Lime 05/2020)), Mar-18 (Lime), Oct-18 (Lyft), Apr-19 (Razor), Oct-18 (Skip (acquired by Helbiz 12/2020)), Nov-18 (Spin)","Jan-22 (Bird), Dec-20 (Bolt), May-20 (Jump (acquired by Lime 05/2020)), Dec-20 (Razor), Dec-20 (Skip (acquired by Helbiz 12/2020))",Oct-17 (Jump (acquired by Lime 05/2020)),,559,559,8.1988853,Capital Bikeshare,,1,Jump (acquired by Lime 05/2020),,8,"Bird, Bolt, Jump (acquired by Lime 05/2020), Lime, Lyft, Razor, Skip (acquired by Helbiz 12/2020), Spin",
POINT (-100.550610000422 42.874599999917),513,-100.55061,42.8746,NE00147,2020NE00147,Valentine,NE,"Valentine, NE",2020,202012,143,2,Valentine Bcycle,0,0,,0,0,,Docked only,42.8746,-100.55061,31031,,,,Jul-20 (Valentine Bcycle),,,,,,1,1,0.0157208,Valentine Bcycle,,0,,,0,,
POINT (-74.480980000144 40.797000000051),331,-74.48098,40.797,NJ00151,2018NJ00151,Morristown,NJ,"Morristown, NJ",2018,201812,130,3,Morris Moves,0,0,,0,0,,Docked only,40.797,-74.48098,34027,,,,Sep-18 (Morris Moves),Jun-20 (Morris Moves),,,,,3,3,0.04260153,Morris Moves,,0,,,0,,
POINT (-80.185373218931 25.765135156049),692,-80.18537322,25.76513516,FL0055,2023FL0055,Miami,FL,"Miami, FL",2023,202312,5,4,Citi Bike Miami,0,0,,0,0,,Docked only,25.76513516,-80.18537322,12086,,,,Mar-11 (Citi Bike Miami),,,,,,160,160,1.81900864,Citi Bike Miami,,0,,,0,,
POINT (-80.84308000036 35.227199999868),640,-80.84308,35.2272,NC00139,2022NC00139,Charlotte,NC,"Charlotte, NC",2022,202212,13,4,Charlotte B-cycle (became JoyRides Sep-2020),0,0,,4,4,"Bird, Lime, Spin, Helbiz",Docked and e-scooters,35.2272,-80.84308,37119,,University of North Carolina Charlotte campus (LEAP),"University of North Carolina Charlotte campus (LEAP), University of North Carolina Charlotte campus (Gotcha)",Jul-12 (Charlotte B-cycle (became JoyRides Sep-2020)),,"May-18 (Bird), May-18 (Lime), Dec-18 (Spin), May-22 (Helbiz), Aug-22 (LEAP), Mar-20 (Gotcha)","Jan-22 (Spin), Jan-22 (Helbiz), Jul-22 (Gotcha)",Aug-22 (LEAP),,30,30,0.35369017,Charlotte B-cycle (became JoyRides Sep-2020),,0,,LEAP,2,"Bird, Lime","LEAP, Gotcha"
POINT (-97.51705000034 35.472899999831),342,-97.51705,35.4729,OK00173,2018OK00173,Oklahoma City,OK,"Oklahoma City, OK",2018,201812,40,4,Spokies,0,0,,2,2,"Bird, Lime",Docked and e-scooters,35.4729,-97.51705,40109,,,,May-12 (Spokies),Jun-20 (Spokies),"Aug-18 (Bird), Aug-18 (Lime)",Feb-19 (Bird),,,8,8,0.11360409,Spokies,,0,,,2,"Bird, Lime",
POINT (-95.938369999671 41.258700000173),704,-95.93837,41.2587,NE00146,2023NE00146,Omaha,NE,"Omaha, NE",2023,202312,16,4,Heartland B-cycle,0,0,,1,1,Lime,Docked and e-scooters,41.2587,-95.93837,31055,,,,Jun-11 (Heartland B-cycle),,Jun-21 (Lime),,,,88,88,1.00045475,Heartland B-cycle,,0,,,1,Lime,
POINT (-86.802429999831 33.520600000208),1076,-86.80243,33.5206,AL001,2022AL001,Birmingham,AL,"Birmingham, AL",2022,202212,,0,,2,2,"Bolt (e-bike), Lime",3,3,"Bolt, Veo, Lime",Dockless and e-scooters,33.5206,-86.80243,01073,,,,,,"Jul-21 (Bolt), Apr-21 (Veo), Nov-22 (Lime)",Jul-22 (Bolt),"Jul-21 (Bolt (e-bike)), Nov-22 (Lime)",Jul-22 (Bolt (e-bike)),0,0,,,,2,"Bolt (e-bike), Lime",,3,"Bolt, Veo, Lime",
POINT (-96.692499999743 33.013600000074),1366,-96.6925,33.0136,TX00204,2021TX00204,Plano,TX,"Plano, TX",2021,202112,,0,,0,0,,3,3,"Bird, Boaz Bikes, Razor",E-scooters only,33.0136,-96.6925,48085,,,,,,"Jun-21 (Bird), May-19 (Boaz Bikes), Nov-18 (Razor)",May-21 (Razor),,,0,0,,,,0,,,2,"Bird, Boaz Bikes",
POINT (-104.522949999903 33.394299999702),1602,-104.52295,33.3943,NM00154,2023NM00154,Roswell,NM,"Roswell, NM",2023,202312,,0,,0,0,,1,1,Bird,E-scooters only,33.3943,-104.52295,35005,,,,,,Jun-22 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-80.163520000032 25.696800000084),804,-80.16352,25.6968,FL0052,2017FL0052,Key Biscayne,FL,"Key Biscayne, FL",2017,201712,,0,,1,1,LimeBike,0,0,,Dockless only,25.6968,-80.16352,12086,,,,,,,,Jun-17 (LimeBike),Jan-19 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-117.162769999736 32.716999999708),3,-117.16277,32.717,CA0025,2015CA0025,San Diego,CA,"San Diego, CA",2015,201512,59,4,DiscoverBike (was DecoBike in 2016 and 2017),0,0,,0,0,,Docked only,32.717,-117.16277,06073,,,,Jan-15 (DiscoverBike (was DecoBike in 2016 and 2017)),Apr-19 (DiscoverBike (was DecoBike in 2016 and 2017)),,,,,79,79,2.34282325,DiscoverBike (was DecoBike in 2016 and 2017),,0,,,0,,
POINT (-77.096529999745 39.065400000273),950,-77.09653,39.0654,MD00120,2019MD00120,Montgomery County,MD,"Montgomery County, MD",2019,201912,,0,,1,1,Lime,3,3,"Bird, Lime, Lyft",Dockless and e-scooters,39.0654,-77.09653,24031,,,,,,"Jun-19 (Bird), Jun-19 (Lime), Jun-19 (Lyft)","Jan-22 (Bird), Jan-22 (Lyft)",Jun-19 (Lime),,0,0,,,,1,Lime,,3,"Bird, Lime, Lyft",
POINT (-97.332739999873 32.753100000327),467,-97.33274,32.7531,TX00199,2019TX00199,Fort Worth,TX,"Fort Worth, TX",2019,201912,10,4,Fort Worth B-cycle,0,0,,0,0,,Docked only,32.7531,-97.33274,48439,,,,Apr-13 (Fort Worth B-cycle),,,,,,46,46,0.67468466,Fort Worth B-cycle,,0,,,0,,
POINT (-80.308660000089 25.908699999713),841,-80.30866,25.9087,FL0056,2018FL0056,Miami Lakes,FL,"Miami Lakes, FL",2018,201812,,0,,2,2,"LimeBike, Spin",0,0,,Dockless only,25.9087,-80.30866,12086,,,,,,,,"Sep-18 (LimeBike), Jan-18 (Spin)","Jan-19 (LimeBike), Jul-18 (Spin)",0,0,,,,2,"LimeBike, Spin",,0,,
POINT (-87.922490000209 43.034900000042),478,-87.92249,43.0349,WI00229,2019WI00229,Milwaukee,WI,"Milwaukee, WI",2019,201912,50,4,Bublr Bikes,0,0,,1,1,Lime,Docked and e-scooters,43.0349,-87.92249,55079,,,pilot program (Lime),Aug-14 (Bublr Bikes),,Jun-19 (Lime),Nov-19 (Lime),,,86,86,1.26136697,Bublr Bikes,,0,,,1,Lime,
POINT (-80.24405000009 36.099800000035),1345,-80.24405,36.0998,NC00143,2021NC00143,Winston-Salem,NC,"Winston-Salem, NC",2021,202112,,0,,0,0,,1,1,Spin,E-scooters only,36.0998,-80.24405,37067,,,,,,Oct-19 (Spin),,,,0,0,,,,0,,,1,Spin,
POINT (-84.191600000261 39.758900000104),445,-84.1916,39.7589,OH00167,2019OH00167,Dayton,OH,"Dayton, OH",2019,201912,47,4,Link Dayton B-cycle,0,0,,1,1,Spin,Docked and e-scooters,39.7589,-84.1916,39113,,,,May-15 (Link Dayton B-cycle),,Aug-19 (Spin),Feb-20 (Spin),,,27,27,0.39601056,Link Dayton B-cycle,,0,,,1,Spin,
POINT (-97.742999999938 30.271099999744),662,-97.743,30.2711,TX00194,2022TX00194,Austin,TX,"Austin, TX",2022,202212,53,4,Austin B-cycle,1,1,Jump (acquired by Lime 05/2020),3,3,"Bird, Lime, LINK",All micro,30.2711,-97.743,48453,,,,Dec-13 (Austin B-cycle),,"Apr-18 (Bird), Apr-18 (Lime), Jan-21 (LINK)",,Jul-18 (Jump (acquired by Lime 05/2020)),,81,81,0.95496345,Austin B-cycle,,1,Jump (acquired by Lime 05/2020),,3,"Bird, Lime, LINK",
POINT (-86.534280000336 39.166999999971),995,-86.53428,39.167,IN0078,2020IN0078,Bloomington,IN,"Bloomington, IN",2020,202012,,0,,1,1,Lime,2,2,"Bird, Lime",Dockless and e-scooters,39.167,-86.53428,18105,,,,,,"Sep-18 (Bird), Sep-18 (Lime)",,Sep-18 (Lime),,0,0,,,,1,Lime,,2,"Bird, Lime",
POINT (-71.412829999941 41.82389999996),1163,-71.41283,41.8239,RI00183,2023RI00183,Providence,RI,"Providence, RI",2023,202312,,0,,3,3,"Spin (e-bike), Spin, Veo",2,2,"Spin, Veo",Dockless and e-scooters,41.8239,-71.41283,44007,,,,,,"Jun-20 (Spin), Jul-22 (Veo)",,"Jun-21 (Spin (e-bike)), Jun-21 (Spin), Jul-22 (Veo)",,0,0,,,,3,"Spin (e-bike), Spin, Veo",,2,"Spin, Veo",
POINT (-121.493931999887 38.581000000007),911,-121.493932,38.581,CA0024,2019CA0024,Sacramento,CA,"Sacramento, CA",2019,201912,,0,,1,1,Jump (acquired by Lime 05/2020),2,2,"Jump, Lime",Dockless and e-scooters,38.581,-121.493932,06067,,,,,,"Feb-19 (Jump), Jul-19 (Lime)",Mar-20 (Jump),May-18 (Jump (acquired by Lime 05/2020)),,0,0,,,,1,Jump (acquired by Lime 05/2020),,2,"Jump, Lime",
POINT (-111.658529999771 40.233800000209),1623,-111.65853,40.2338,UT002090,2023UT002090,Provo,UT,"Provo, UT",2023,202312,,0,,0,0,,1,1,Bird,E-scooters only,40.2338,-111.65853,49049,,,,,,Oct-22 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-108.550729999658 39.063900000068),1561,-108.55073,39.0639,CO00451,2023CO00451,Grand Junction,CO,"Grand Junction, CO",2023,202312,,0,,0,0,,2,2,"Lime, Bird",E-scooters only,39.0639,-108.55073,08077,,,,,,"May-23 (Lime), May-23 (Bird)",,,,0,0,,,,0,,,2,"Lime, Bird",
POINT (-86.77428999957 36.162200000144),142,-86.77429,36.1622,TN00192,2016TN00192,Nashville,TN,"Nashville, TN",2016,201612,21,4,Nashville B-cycle,0,0,,0,0,,Docked only,36.1622,-86.77429,47037,,,,Dec-12 (Nashville B-cycle),,,,,,36,36,0.7374027,Nashville B-cycle,,0,,,0,,
POINT (-111.886790000054 40.758999999736),540,-111.88679,40.759,UT00210,2020UT00210,Salt Lake City,UT,"Salt Lake City, UT",2020,202012,15,4,GreenBikes,0,0,,4,4,"Bird, Lime, LINK, Spin",Docked and e-scooters,40.759,-111.88679,49035,,,,Apr-13 (GreenBikes),,"Apr-18 (Bird), Jul-18 (Lime), Jul-20 (LINK), Apr-19 (Spin)","May-21 (Bird), May-21 (LINK)",,,46,46,0.72315674,GreenBikes,,0,,,4,"Bird, Lime, LINK, Spin",
POINT (-86.802429999831 33.520600000208),68,-86.80243,33.5206,AL001,2016AL001,Birmingham,AL,"Birmingham, AL",2016,201612,63,4,Zyp BikeShare,0,0,,0,0,,Docked only,33.5206,-86.80243,01073,,,,Oct-15 (Zyp BikeShare),Dec-19 (Zyp BikeShare),,,,,39,39,0.79885293,Zyp BikeShare,,0,,,0,,
